#Software: Microsoft Internet Information Services 7.0
#Version: 1.0
#Date: 2010-05-02 01:01:27
#Fields: date time s-sitename s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2010-05-02 01:01:27 W3SVC20 67.222.136.138 GET /guest.htm - 80 - 178.162.135.45 Mozilla/4.0+(compatible;+MSIE+7.0b;+Windows+NT+6.0) 200 0 0 9129 227 457
2010-05-02 01:08:13 W3SVC20 67.222.136.138 GET /master.htm - 80 - 77.88.25.28 Yandex/1.01.001+(compatible;+Win16;+I) 304 0 0 210 316 161
#Software: Microsoft Internet Information Services 7.0
#Version: 1.0
#Date: 2010-05-02 03:23:59
#Fields: date time s-sitename s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2010-05-02 03:23:58 W3SVC20 67.222.136.138 GET /robots.txt - 80 - 77.88.25.28 Yandex/1.01.001+(compatible;+Win16;+I) 404 0 2 1405 165 161
#Software: Microsoft Internet Information Services 7.0
#Version: 1.0
#Date: 2010-05-02 06:16:51
#Fields: date time s-sitename s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2010-05-02 06:16:51 W3SVC20 67.222.136.138 GET /robots.txt - 80 - 208.115.111.247 Mozilla/5.0+(compatible;+DotBot/1.1;+http://www.dotnetdotcom.org/,+crawler@dotnetdotcom.org) 404 0 2 1405 255 48
2010-05-02 06:32:28 W3SVC20 67.222.136.138 GET / - 80 - 208.80.193.28 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1;+SIMBAR+Enabled;+SIMBAR=0;+SIMBAR={18A97221-CCED-41b7-934D-4DE26E278D5A};+snprtz|S28633000030001|2600#Service+Pack+2#2#5#1;+InfoPath.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727) 200 0 0 9018 296 126
#Software: Microsoft Internet Information Services 7.0
#Version: 1.0
#Date: 2010-05-02 07:23:04
#Fields: date time s-sitename s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2010-05-02 07:23:04 W3SVC20 67.222.136.138 GET /bigisland.htm - 80 - 77.88.25.28 Yandex/1.01.001+(compatible;+Win16;+I) 304 0 0 210 319 168
#Software: Microsoft Internet Information Services 7.0
#Version: 1.0
#Date: 2010-05-02 09:57:15
#Fields: date time s-sitename s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2010-05-02 09:57:15 W3SVC20 67.222.136.138 GET /robots.txt - 80 - 208.115.111.247 Mozilla/5.0+(compatible;+DotBot/1.1;+http://www.dotnetdotcom.org/,+crawler@dotnetdotcom.org) 404 0 2 1405 255 48
#Software: Microsoft Internet Information Services 7.0
#Version: 1.0
#Date: 2010-05-02 10:14:31
#Fields: date time s-sitename s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2010-05-02 10:14:31 W3SVC20 67.222.136.138 GET / - 80 - 208.115.111.247 Mozilla/5.0+(compatible;+DotBot/1.1;+http://www.dotnetdotcom.org/,+crawler@dotnetdotcom.org) 200 0 0 8999 245 143
2010-05-02 10:14:36 W3SVC20 67.222.136.138 GET /reservations.htm - 80 - 208.115.111.247 Mozilla/5.0+(compatible;+DotBot/1.1;+http://www.dotnetdotcom.org/,+crawler@dotnetdotcom.org) 200 0 0 8584 261 112
#Software: Microsoft Internet Information Services 7.0
#Version: 1.0
#Date: 2010-05-02 13:57:40
#Fields: date time s-sitename s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2010-05-02 13:57:40 W3SVC20 67.222.136.138 GET /amenities.htm - 80 - 208.115.111.247 Mozilla/5.0+(compatible;+DotBot/1.1;+http://www.dotnetdotcom.org/,+crawler@dotnetdotcom.org) 200 0 0 8546 258 112
2010-05-02 13:57:45 W3SVC20 67.222.136.138 GET /bigisland.htm - 80 - 208.115.111.247 Mozilla/5.0+(compatible;+DotBot/1.1;+http://www.dotnetdotcom.org/,+crawler@dotnetdotcom.org) 200 0 0 8626 258 106
2010-05-02 13:57:50 W3SVC20 67.222.136.138 GET /entry.htm - 80 - 208.115.111.247 Mozilla/5.0+(compatible;+DotBot/1.1;+http://www.dotnetdotcom.org/,+crawler@dotnetdotcom.org) 200 0 0 8441 254 111
2010-05-02 13:57:55 W3SVC20 67.222.136.138 GET /kitchen.htm - 80 - 208.115.111.247 Mozilla/5.0+(compatible;+DotBot/1.1;+http://www.dotnetdotcom.org/,+crawler@dotnetdotcom.org) 200 0 0 8578 256 104
