#Software: Microsoft Internet Information Services 7.0
#Version: 1.0
#Date: 2010-11-18 06:25:30
#Fields: date time s-sitename s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2010-11-18 06:25:29 W3SVC20 67.222.136.138 GET /robots.txt - 80 - 65.52.110.65 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) 404 0 64 0 275 35
2010-11-18 06:26:22 W3SVC20 67.222.136.138 GET /reservations.htm - 80 - 65.52.110.65 Mozilla/5.0+(compatible;+bingbot/2.0;++http://www.bing.com/bingbot.htm) 304 0 64 0 378 114
#Software: Microsoft Internet Information Services 7.0
#Version: 1.0
#Date: 2010-11-18 11:45:27
#Fields: date time s-sitename s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2010-11-18 11:45:27 W3SVC20 67.222.136.138 GET / - 80 - 208.80.194.31 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+sbcydsl+3.12;+YComp+5.0.0.0;+ESB{860D4D74-E89A-4DA5-A3C2-9D060391099F};+.NET+CLR+1.0.3705) 200 0 0 9018 208 133
#Software: Microsoft Internet Information Services 7.0
#Version: 1.0
#Date: 2010-11-18 20:31:47
#Fields: date time s-sitename s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2010-11-18 20:31:47 W3SVC20 67.222.136.138 GET / - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 8999 635 381
2010-11-18 20:31:47 W3SVC20 67.222.136.138 GET /images/source/header.png - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 27876 368 156
2010-11-18 20:31:47 W3SVC20 67.222.136.138 GET /images/source/header2.png - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 27735 369 258
2010-11-18 20:31:47 W3SVC20 67.222.136.138 GET /flash/Current/finish.swf - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 233848 396 589
2010-11-18 20:31:47 W3SVC20 67.222.136.138 GET /images/source/plumeriasmall.png - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 121830 375 494
2010-11-18 20:31:47 W3SVC20 67.222.136.138 GET /images/pages/com_about/images/nav_roll.jpg - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 404 0 2 1405 386 53
2010-11-18 20:31:47 W3SVC20 67.222.136.138 GET /images/pages/com_about/images/subnav_roll.jpg - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 404 0 2 1405 389 51
2010-11-18 20:31:47 W3SVC20 67.222.136.138 GET /NoIEActivate.js - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 404 0 64 0 359 46
2010-11-18 20:31:48 W3SVC20 67.222.136.138 GET /images/pattern.gif - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 8618 362 73
2010-11-18 20:31:48 W3SVC20 67.222.136.138 GET /images/maunakealogo.gif - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 1574 367 85
2010-11-18 20:31:48 W3SVC20 67.222.136.138 GET /images/shadow.jpg - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 19736 361 165
2010-11-18 20:31:48 W3SVC20 67.222.136.138 GET /images/waikolailogo.jpg - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 5290 367 63
2010-11-18 20:31:48 W3SVC20 67.222.136.138 GET /images/princelogo.gif - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 1949 365 52
2010-11-18 20:31:48 W3SVC20 67.222.136.138 GET /images/menu.gif - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 2585 359 85
2010-11-18 20:31:48 W3SVC20 67.222.136.138 GET /images/submenu1.gif - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 2297 363 48
2010-11-18 20:31:48 W3SVC20 67.222.136.138 GET /images/pages/com_about/images/body_photo.jpg - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 404 0 2 1405 388 50
2010-11-18 20:31:48 W3SVC20 67.222.136.138 GET /images/shadow_bottom.jpg - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 1140 368 227
2010-11-18 20:31:48 W3SVC20 67.222.136.138 GET /images/footer.gif - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 3585 361 272
2010-11-18 20:32:22 W3SVC20 67.222.136.138 GET /images/menuroll.gif - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 4627 363 85
2010-11-18 20:32:23 W3SVC20 67.222.136.138 GET /master.htm - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 9207 622 70
2010-11-18 20:32:23 W3SVC20 67.222.136.138 GET /images/House/Master1.JPG - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 23955 378 122
2010-11-18 20:32:23 W3SVC20 67.222.136.138 GET /images/House/Master2.JPG - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 48765 378 199
2010-11-18 20:32:23 W3SVC20 67.222.136.138 GET /images/House/Master3.JPG - 80 - 70.51.124.12 Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729) 200 0 0 55962 378 164
